date      ,team,rank             ,players
2022-04-11,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-04-11,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-11,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-04-11,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-04-11,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-11,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-11,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-11,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-11,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-04-11,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-11,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-11,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-11,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-11,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-04-11,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-11,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-11,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-11,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-04-11,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-04-11,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-04-11,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-04-11,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-11,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-11,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-11,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-11,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-04-11,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-04-11,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-04-18,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-04-18,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-18,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-04-18,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-18,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-04-18,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-04-18,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-18,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-18,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-18,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-18,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-04-18,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-18,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-18,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-18,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-18,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-04-18,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-18,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-18,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-18,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-04-18,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-04-18,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-04-18,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-04-18,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-18,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-18,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-18,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-18,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-04-18,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-04-18,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-04-25,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-04-25,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-04-25,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-04-25,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-04-25,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-04-25,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-04-25,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-04-25,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-04-25,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-04-25,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-04-25,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-04-25,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-04-25,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-04-25,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-04-25,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-04-25,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-04-25,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-04-25,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-04-25,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-04-25,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-04-25,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-04-25,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-04-25,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-04-25,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-04-25,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-04-25,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-04-25,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-04-25,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-04-25,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-04-25,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-05-02,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-05-02,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-05-02,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-05-02,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-05-02,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-05-02,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-05-02,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-05-02,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-05-02,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-05-02,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-05-02,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-05-02,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-05-02,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-05-02,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-05-02,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-05-02,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-05-02,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-05-02,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-05-02,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-05-02,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-05-02,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-05-02,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-05-02,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-05-02,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-05-02,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-05-02,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-05-02,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-05-02,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-05-02,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-05-02,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-05-09,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-05-09,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-05-09,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-05-09,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-05-09,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-05-09,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-05-09,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-05-09,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-05-09,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-05-09,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-05-09,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-05-09,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-05-09,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-05-09,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-05-09,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-05-09,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-05-09,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-05-09,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-05-09,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-05-09,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-05-09,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-05-09,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-05-09,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-05-09,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-05-09,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-05-09,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-05-09,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-05-09,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-05-09,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-05-09,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-05-16,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-05-16,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-05-16,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-05-16,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-05-16,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-05-16,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-05-16,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-05-16,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-05-16,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-05-16,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-05-16,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-05-16,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-05-16,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-05-16,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-05-16,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-05-16,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-05-16,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-05-16,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-05-16,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-05-16,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-05-16,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-05-16,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-05-16,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-05-16,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-05-16,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-05-16,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-05-16,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-05-16,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-05-16,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-05-16,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-05-23,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-05-23,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-05-23,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-05-23,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-05-23,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-05-23,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-05-23,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-05-23,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-05-23,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-05-23,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-05-23,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-05-23,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-05-23,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-05-23,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-05-23,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-05-23,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-05-23,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-05-23,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-05-23,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-05-23,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-05-23,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-05-23,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-05-23,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-05-23,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-05-23,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-05-23,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-05-23,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-05-23,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-05-23,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-05-23,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-05-30,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-05-30,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-05-30,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-05-30,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-05-30,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-05-30,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-05-30,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-05-30,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-05-30,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-05-30,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-05-30,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-05-30,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-05-30,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-05-30,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
2022-05-30,15  ,fnatic           ,"['KRIMZ', 'ALEX', 'smooya', 'Brollan', 'mezii']"
2022-05-30,16  ,FURIA            ,"['arT', 'yuurih', 'KSCERATO', 'saffee', 'drop']"
2022-05-30,17  ,ECSTATIC         ,"['FASHR', 'Daffu', 'WolfY', 'birdfromsky', 'maNkz']"
2022-05-30,18  ,Copenhagen Flames,"['HooXi', 'nicoodoz', 'roeJ', 'jabbi', 'Zyphon']"
2022-05-30,19  ,HEET             ,"['bodyy', 'Lucky', 'Djoko', 'Ex3rcice', 'afro']"
2022-05-30,20  ,Complexity       ,"['JT', 'floppy', 'Grim', 'junior', 'FaNg']"
2022-05-30,21  ,Sprout           ,"['raalz', 'Spiidi', 'slaxz-', 'Marix', 'Staehr']"
2022-05-30,22  ,Dignitas         ,"['f0rest', 'friberg', 'Lekr0', 'hallzerk', 'HEAP']"
2022-05-30,23  ,ENCE             ,"['Snappi', 'Maden', 'dycha', 'hades', 'Spinx']"
2022-05-30,24  ,forZe            ,"['Jerry', 'zorte', 'shalfey', 'KENSI', 'Norwi']"
2022-05-30,25  ,Bad News Eagles  ,"['rigoN', 'SENER1', 'juanflatroo', 'sinnopsyy', 'gxx-']"
2022-05-30,26  ,GamerLegion      ,"['Zero', 'RuStY', 'iM', 'eraa', 'isak']"
2022-05-30,27  ,Movistar Riders  ,"['alex', 'mopoz', 'DeathZz', 'SunPayus', 'dav1g']"
2022-05-30,28  ,Eternal Fire     ,"['XANTARES', 'woxic', 'Calyx', 'imoRR', 'colorzz']"
2022-05-30,29  ,9z               ,"['max', 'dgt', 'Luken', 'rox', 'dav1d']"
2022-05-30,30  ,MOUZ NXT         ,"['JDC', 'siuhy', 'mhL', 'szejn', 'xertioN']"
2022-06-06,1   ,Natus Vincere    ,"['s1mple', 'electroNic', 'Boombl4', 'Perfecto', 'b1t']"
2022-06-06,2   ,Gambit           ,"['HObbit', 'interz', 'Ax1Le', 'sh1ro', 'nafany']"
2022-06-06,3   ,Vitality         ,"['apEX', 'dupreeh', 'Magisk', 'ZywOo', 'misutaaa']"
2022-06-06,4   ,Virtus.pro       ,"['buster', 'FL1T', 'Qikert', 'Jame', 'YEKINDAR']"
2022-06-06,5   ,G2               ,"['JACKZ', 'NiKo', 'huNter-', 'Aleksib', 'm0NESY']"
2022-06-06,6   ,Ninjas in Pyjamas,"['es3tag', 'REZ', 'hampus', 'Plopski', 'phzy']"
2022-06-06,7   ,Astralis         ,"['Xyp9x', 'gla1ve', 'k0nfig', 'Lucky', 'blameF']"
2022-06-06,8   ,Heroic           ,"['cadiaN', 'refrezh', 'stavn', 'TeSeS', 'sjuush']"
2022-06-06,9   ,FaZe             ,"['karrigan', 'rain', 'Twistzz', 'ropz', 'broky']"
2022-06-06,10  ,Entropiq         ,"['NickelBack', 'Krad', 'Lack1', 'El1an', 'Forester']"
2022-06-06,11  ,OG               ,"['valde', 'nexa', 'niko', 'mantuu', 'flameZ']"
2022-06-06,12  ,BIG              ,"['tabseN', 'tiziaN', 'syrsoN', 'k1to', 'faveN']"
2022-06-06,13  ,GODSENT          ,"['TACO', 'felps', 'dumau', 'b4rtiN', 'latto']"
2022-06-06,14  ,K23              ,"['neaLaN', 'xsepower', 'n0rb3r7', 'X5G7V', 'fame']"
